gene,BCC199_G3F,BCC199_G3H,BCC199_G6M,BCC199_G6N,BCC199_S3K,BCC199_S3L,BCC199_S6T,BCC199_S6U,BCC56535_G3F,BCC56535_G3H,BCC56535_G6M,BCC56535_G6N,BCC56535_S3K,BCC56535_S3L,BCC56535_S6T,BCC56535_S6U,HUT2365_G3F,HUT2365_G3H,HUT2365_G6M,HUT2365_G6N,HUT2365_S3K,HUT2365_S3L,HUT2365_S6T,HUT2365_S6U
acu00366_1,435,475,497,352,516,551,455,382,1323,1356,2291,2783,3329,5865,2003,2440,2207,1993,2335,2480,2848,1101,1359,1353
acu00367_2,133,69,38,23,368,458,1156,868,202,378,277,460,601,558,621,521,2784,2298,2819,3222,1390,520,1371,1416
acu00367_1,4194,2521,3971,3292,958,1042,1224,858,10268,8205,6103,7027,2710,3324,2639,1494,2744,2292,2507,2945,3670,3847,1580,2516
acu00368_2,1962,1282,1645,1694,1793,1970,3147,3248,1220,1158,718,1121,1828,1774,2240,1407,779,681,711,815,255,136,321,481
acu00368_1,85,40,28,28,12,22,18,25,205,193,335,239,146,169,536,317,39,28,52,41,34,15,39,44
acu00369_1,552,237,391,322,823,928,680,659,386,473,1397,747,4093,3358,3215,2034,508,474,521,503,716,518,532,514
acu00369_2,3078,1617,1596,1395,714,749,509,555,5848,3964,5322,4214,2061,1910,1106,1343,11237,10189,10167,11418,10892,6706,8073,6789
acu00370_2,3,4,4,9,0,0,0,0,382,906,351,447,302,206,1099,653,623,982,1000,721,672,1832,503,653
acu00371_1,86,50,46,95,11,14,23,20,14,8,38,11,2,2,2,5,24,60,32,18,14,38,15,25
acu00371_2,549,420,659,738,528,541,641,557,2148,3604,1506,1210,2873,4304,2942,1953,1782,1760,2421,2210,2669,1457,2483,1755
acu00372_1,11,19,18,15,18,10,11,2,21,69,1,2,5,7,10,9,7,0,1,2,0,1,1,4
acu00372_2,1132,1492,767,993,432,692,393,372,181,276,231,308,161,168,100,78,804,847,969,1063,313,208,264,309
acu00373_2,9,13,3,2,21,38,19,7,6,29,3,1,53,14,47,25,5,4,14,6,4,1,18,3
acu00373_1,2,3,0,0,0,0,4,0,9,6,2,2,0,1,0,1,0,0,1,0,1,1,1,0
acu00374_1,441,264,258,253,240,310,222,180,25,55,68,125,188,168,103,53,1663,1663,2087,1909,334,209,574,721
acu00375_1,3429,3249,3059,2526,3288,3463,3260,3122,2212,2330,2041,1761,2935,3028,2987,3302,3065,3194,3615,3609,5504,3252,3921,4396
acu00375_2,4911,3538,3962,3519,3262,3436,2492,2398,3271,4666,5498,6068,7675,7908,5754,5882,4856,4408,4532,5160,7319,3268,5879,5378
acu00376_2,448,638,456,332,1058,1155,591,514,652,750,459,773,1274,954,351,811,1422,1833,1190,1120,1659,717,809,750
acu00377_2,1499,823,1013,640,1259,1378,736,640,1091,1098,899,465,3104,2713,2397,1220,571,541,662,694,2751,1753,5807,6693
acu00377_1,1143,691,967,851,6346,5786,4340,3630,1499,1370,1631,1915,10034,12440,3101,3190,880,871,1007,1030,4662,1967,2576,2750
acu00378_2,314,166,213,209,48,45,24,41,195,341,263,293,163,161,119,138,200,150,126,208,100,70,90,101
acu00378_1,69,60,58,43,270,398,513,575,27,27,35,15,401,279,1536,1523,101,97,48,69,114,186,134,105
acu00379_2,428,997,1228,559,811,1032,578,546,78,255,7,33,75,51,77,41,49,44,36,53,32,4,135,94
acu00379_1,1652,1157,1269,1125,1509,1547,1591,1435,1362,1166,792,1107,2017,1663,2124,2968,82,46,36,68,64,74,63,84
acu00380_2,1054,518,861,1009,619,644,755,769,362,301,141,348,267,297,474,474,504,324,247,456,244,193,209,371
acu00380_1,2871,2844,3305,3303,1362,1234,1199,1128,710,810,695,640,1774,2071,810,1053,706,690,543,635,1997,1395,2200,2904
acu00381_2,847,733,859,725,1421,1572,1959,2316,170,293,344,520,2235,1725,2737,4792,1761,1858,1716,1803,2803,1616,3416,3797
acu00381_1,1,3,12,8,3,8,27,29,0,0,0,2,1,0,20,21,13,4,10,6,0,12,4,4
acu00382_1,45,27,50,45,34,50,115,53,29,210,64,69,54,32,46,28,706,2360,564,303,340,228,531,933
acu00382_2,163,68,148,163,184,196,242,262,0,0,0,0,8,6,6,12,5,12,29,17,54,36,68,54
acu00383_1,9409,6081,6642,6359,7706,7927,5941,5269,4949,7235,4949,5884,6756,3683,6083,4918,6320,5669,6800,6677,7181,5648,6995,8457
acu00384_2,6631,5656,3883,2915,5217,5678,2689,3392,2923,4577,1438,4987,4728,2616,991,1187,2873,2135,2038,2891,3860,1552,1546,2290
acu00384_1,4372,2510,3283,3661,6429,6671,3936,3916,3126,2807,1033,1696,6256,3416,2069,3460,2798,1956,1771,2790,1657,1196,1110,2056
acu00385_1,4,2,0,2,93,102,157,148,4,2,0,3,6,15,1,1,0,0,0,2,2,1,1,6
acu00385_2,76,32,104,69,59,29,73,54,49,82,107,96,29,17,51,51,11,12,15,11,80,32,50,28
acu00386_1,5695,2395,1808,1194,154,173,141,161,1059,633,2779,1331,356,317,9502,2689,9161,7250,8812,9833,4077,2269,3085,2586
acu00386_2,3,1,4,1,2,4,2,2,0,1,1,0,1,0,0,0,404,336,361,523,285,200,174,173
acu00387_2,10,5,4,11,42,88,8,14,357,543,47,66,30,37,128,60,18,3,2,18,0,0,2,0
acu00387_1,1418,2439,819,576,7539,8220,58334,67553,10968,9241,1472,1290,10299,4626,31679,25952,13460,9160,10037,15105,24846,18835,68201,91363
acu00388_2,1916,845,1191,1583,1055,1175,316,364,414,372,8,8,2,2,0,1,39,22,20,38,28,401,105,151
acu00388_1,1780,402,959,1190,399,488,203,231,784,478,374,357,12,11,5,5,129,85,119,134,86,22,35,71
acu00389_1,9168,9468,2336,2967,865,1049,803,643,161,425,527,413,725,988,645,682,1176,1165,1519,1404,4588,2320,2199,2670
acu00389_2,1,1,0,8,26,30,5,2,6,11,2,3,22,43,2,5,7,9,17,15,12,31,3,1
acu00390_1,3,1,0,4,95,99,10,5,332,233,1241,620,2808,1682,6882,2248,416,461,725,494,433,213,537,533
acu00391_1,113,34,85,31,11,16,23,39,678,460,495,1208,1739,1875,398,503,97,61,79,128,37,19,62,75
acu00392_1,3,11,10,6,290,257,572,474,208,1143,379,1091,434,905,68,149,2680,3545,1797,1368,10021,2796,2061,2135
acu00393_2,0,2,0,1,69,132,436,138,6,5,0,0,0,0,0,0,2,0,1,1,0,0,0,0
acu00393_1,740,663,792,638,1012,1144,1592,1405,646,521,477,821,3359,2254,1538,1124,842,1034,948,1018,1221,700,1011,1139
acu00394_1,8,2,0,13,367,775,867,649,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acu00394_2,2,3,0,1,338,619,1102,486,1,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0
acu00395_1,274,221,237,191,451,448,918,609,149,284,88,143,2036,1575,2725,260,210,117,151,210,109,182,526,491
acu00395_2,10,15,10,8,51,88,209,155,55,80,53,71,587,441,191,203,156,185,232,196,148,56,173,115
acu00396_1,485,127,253,285,51,58,16,20,16,65,16,46,41,35,32,22,154,94,94,181,55,37,95,110
acu00397_1,2762,1969,2428,1588,2503,2528,1887,1758,2323,1953,1064,1813,1867,2456,1505,2047,2902,2844,3387,3162,3129,1433,2458,2715
acu00397_2,37,11,5,7,3,5,10,14,0,0,1,0,0,1,1,1,0,1,7,2,2,1,1,0
acu00398_1,693,662,588,417,349,428,314,278,486,621,469,384,244,260,221,293,305,314,296,316,707,334,346,373
acu00398_2,187,835,557,604,1330,1423,1700,2073,1320,2128,3248,3187,2220,1615,634,1339,509,620,601,471,650,513,214,325
acu00399_2,126,68,154,143,486,521,368,276,228,1153,240,717,510,656,32,83,181,93,125,134,206,105,185,306
acu00399_1,1745,1899,1803,1488,9941,10533,4620,3703,31546,38241,8433,16930,11947,13738,1979,4629,7380,7195,5896,7022,11737,6446,8525,10160
acu00400_1,83808,80378,52456,45673,131389,133244,155325,163539,37389,47187,36029,54554,88419,49054,64498,86301,131698,106908,104589,139418,131895,133855,110394,148818
acu00400_2,30524,29088,14224,9389,48732,49671,75166,77185,11203,16936,19721,23523,41803,30179,20438,34553,45215,42418,47194,52597,80209,69927,88640,78192
acu00401_2,3624,2553,2054,2104,2003,3338,1428,1217,1336,1678,1375,1155,1744,1425,1608,1627,1831,1667,2178,2145,1239,1390,2579,3336
acu00401_1,2,15,25,13,0,4,1,2,6,31,17,17,0,1,83,104,6,5,15,5,0,1,1,1
acu00402_2,851,358,508,398,140,117,60,34,152,165,219,199,249,276,70,89,34,49,68,42,1948,1384,3139,3191
acu00402_1,121,47,68,70,10,3,27,10,31,48,306,255,455,335,312,135,45,22,47,39,304,188,857,692
acu00403_1,480,186,337,343,791,853,648,565,155,231,194,343,1299,629,1589,644,3406,2957,3385,3452,1354,616,1361,1548
acu00403_2,142,511,200,192,533,600,213,119,1014,1602,2501,2688,13046,11194,7058,11788,3431,2396,2340,3856,2543,1588,1997,2042
acu00404_1,2538,1903,2181,1578,1601,1768,1312,1308,502,489,326,297,1321,1315,638,565,1209,1147,1610,1489,2787,1578,1457,1288
acu00404_2,2046,2911,2295,2772,1166,1406,1299,964,5449,9380,6144,11412,6754,7393,2327,3311,2279,2266,2497,2552,4121,1031,1779,1811
acu00405_1,110,38,69,105,539,485,363,279,2,21,37,84,66,264,175,155,47,17,17,49,102,31,81,103
acu00406_2,73,62,63,58,34,66,439,94,7,66,6,10,117,222,68,68,9,30,9,8,1661,3128,2411,1557
acu00406_1,168,116,221,183,462,412,311,298,1209,2642,1882,4169,3395,3632,3509,3833,286,253,342,293,291,209,148,174
acu00407_2,30763,34966,35489,31372,30721,31353,33341,32144,29518,32947,39069,38272,34423,32882,36028,39278,35690,36817,39237,37406,33006,29229,30915,43251
acu00407_1,339,257,361,303,233,385,445,441,218,380,134,186,327,238,421,386,276,263,288,329,281,186,181,341
acu00408_2,36225,21649,30351,27735,2504,2968,2403,2436,29839,28163,39024,28389,11967,12848,6133,7970,19254,15957,18342,20753,10944,7261,10558,10464
acu00409_1,2744,1098,2230,1341,5413,5686,14839,12969,668,1367,3109,5265,4387,4722,3686,5013,3484,2947,4025,4507,6235,2356,10455,8729
acu00409_2,56,52,22,28,45,73,49,73,54,121,98,103,124,70,124,96,217,190,146,222,134,118,149,187
acu00410_1,86,57,61,72,5771,6296,2622,1768,20,23,152,118,2832,1033,1613,323,619,532,868,707,5185,2594,10459,6370
acu00410_2,1,9,1,5,16,41,61,25,14,193,32,24,39,70,26,24,484,1939,154,192,93,253,347,268
acu00411_2,1596,718,1233,1117,1150,1214,906,969,160,170,65,144,123,70,144,150,517,437,434,571,339,287,624,845
acu00411_1,5654,5788,6732,6380,6898,7030,5106,3407,9070,14635,4056,12197,4527,2733,1148,1244,9548,7558,5788,8545,3392,1735,2273,4408
acu00412_1,150,106,167,93,32,59,72,72,392,230,153,373,12,20,27,15,54,37,48,77,32,34,54,54
acu00412_2,18,45,11,3,552,557,94,148,25,135,32,45,2808,2209,582,826,781,557,675,885,1980,891,2236,1658
acu00413_2,824,406,761,697,606,638,878,834,488,705,339,504,438,407,791,583,443,409,433,453,464,1247,498,497
acu00413_1,2119,1442,2140,2254,10154,10820,5876,4575,3239,3464,672,1739,1001,1864,1795,2075,769,1086,372,501,2664,1220,1183,2398
acu00414_1,1041,1209,1215,936,736,793,1136,1037,3475,8874,927,650,1139,1231,468,519,1149,1116,1051,1120,302,581,489,451
acu00414_2,1258,1508,1737,1519,2097,2440,1634,1727,3397,2729,2345,4099,6744,6113,3928,3937,2789,2760,2853,3139,3790,1877,2321,2854
acu00415_2,8227,5028,4950,5085,2619,3041,2781,2760,12352,10594,12245,6309,11431,10969,8822,8103,6759,6164,8491,7897,4500,2993,5607,5813
acu00415_1,11588,19158,11373,11694,2255,2504,2224,1836,23089,36273,27686,25751,7089,10627,5807,6574,32763,28002,30852,33033,1403,4418,841,1151
acu00416_1,1512,1214,1519,1413,3146,3525,2367,2305,1545,2315,1353,1640,3131,2315,2491,2922,2176,1942,1581,2291,2321,2176,2605,4030
